3511926657265796	10
3651835027733267	4
3582566051039540	16
3652034446412343	-4
3612028318801532	10
3484293978121898	1
3581920103602853	10
3641725500885131	7
3558283367160369	8
3606837016550813	0
3552958798872567	1
3644882675718883	1
3604316499797963	6
3547467620053395	1
3605710241531815	2
3652041777481940	7
3619444686993359	0
3533209277002526	2
3559468140704880	2
3605145525414374	3
3622458043013323	-1
3648184527901273	2
3634314383885840	-2
3643946833896974	-1
3642827545991084	0
3594570846126500	5
3555501927156109	-4
3636338161489965	5
3602523685990755	19
3519850280183708	11
3615907060277672	-1
3623832986327432	3
3653714017359634	3
3653714055677518	2
3630323651275419	8
3568938229425312	4
3637929018906748	0
3643028536993469	1
3613477870046740	0
3610845349412993	4
3637218880813177	4
3655148464822180	2
3610038243205181	14
3627144015938043	3
3634767654146188	1
3632953303666090	2
3654343309805508	1
3603149892212486	1
3619546017157321	10
3559021308809396	2
3625330470260032	-1
3590138452281663	0
3578163390839601	3
3644856683424789	3
3609664740548521	3
3487288162313607	15
3618911973517350	2
3627195496537764	6
3506847564770342	2
3589400300973381	0
3656019723050989	4
3581171734198584	9
3633977854185321	-10
3638035968886234	3
3641311875366391	6
3632140618654220	0
3639752902877440	1
3611586943561490	21
3631808480618091	3
3541724502181305	6
3611498247020371	1
3484797475470183	-1
3618440138918538	7
3628166272961954	1
3616037234742548	-1
3552240952361878	-1
3615108347715658	0
3566560880593344	-3
3576096610466005	3
3502099096631668	3
3570039913851217	6
3576418434328022	13
3633711189064486	5
3596649043090488	16
3561828615017750	1
3634118665825599	3
3639423885223325	-1
3648447804439568	1
3608009839801095	11
3591580486947752	3
3631206597542098	8
3550358150084617	9
3655006701726591	1
3639237356604807	3
3556159334483251	2
3616364394187055	1
3605352492925492	-2
3546029540051655	1
3633315162399666	6
3552976742223044	10
3583219628743914	14
3623155584761909	4
3632865570983620	1
3620645872854164	5
3603278220764074	4
3638452279252213	4
3646462502363045	1
3653922604156513	3
3619238327523417	1
3616261344921003	1
3611652849002200	6
3599988703456650	0
3649378549577056	1
3616999525307061	1
3647086232417403	12
3499527715619907	18
3604680397521870	5
3522546219191692	3
3642752783288448	5
3502502785329402	1
3607264076743419	2
3568825230292046	1
3600593992042783	1
3548630520383857	0
3635976595076079	4
3655938617841747	4
3610430691819229	2
3651089470032111	2
3529660132467796	8
3548543761084274	7
3636491555028385	6
3621340844239299	4
3522538837613088	8
3629446944351014	1
3638347916812769	5
3655936411477339	5
3524512627074906	0
3546456222678277	5
3542811775215311	1
3510140563469263	1
3653545754187003	0
3582659382897145	0
3654009687086985	1
3554791780853786	8
3645600216624527	3
3554296089543853	3
3616955296377733	7
3555067220741210	2
3511214452047796	6
3603257039433530	1
3583364504357794	1
3566256646537723	3
3649683064787369	1
3555369848659274	3
3502505662882631	1
3553875065498784	4
3642379418217582	4
3537581277280242	6
3631470436063882	-2
3530683437665552	8
3651911327071400	3
3646766119408428	1
3603984911022123	1
3490204142691590	11
3556023845313150	10
3550789886327696	0
3621709213595680	4
3611920348928547	-1
3571687699804198	5
3651733903438931	0
3642049548563803	3
3610769440776817	-4
3646774835071725	6
3605720765449172	18
3644510665523545	0
3627904590613573	0
3599371234740190	9
3652635712633068	-1
3486681406021902	0
3643039689944827	2
3504652626406356	6
3649527908951557	-1
3646474925572235	2
3556747304653969	2
3612694714167858	1
3635099507394601	2
3538304433505798	12
3626419760195043	9
3616746605335514	4
3632615804121331	2
3487412879245920	1
3518525589186097	9
3573541364486712	2
3489761249733413	3
3639590365232670	1
3643754172841848	6
3556485587763447	8
3505419525508315	19
3526478303684534	1
3648866102716211	-2
3491674531403356	2
3639977135115589	2
3561472413807368	5
3562607530796982	3
3622001530804269	1
3647385412502218	3
3639852505088504	2
3639119118511040	2
3638826025393622	2
3644625606651177	5
3642843925161395	1
3619457375177567	3
3627523197912150	4
3607661729960927	1
3640981599390901	3
3647096600677469	3
3631420172194371	-1
3641315688899114	3
3555041879696874	0
3647008478613539	-5
3637338624620915	3
3602424789242444	-1
3545385349867707	7
3622012913901038	3
3628143501843901	1
3641551207157992	9
3644481536096032	4
3650100952219428	2
3654268634691975	13
3555434817958258	7
3635857770591362	11
3631501830427633	1
3528358316481603	9
3638285920285979	4
3606439765937239	6
3489530235700090	10
3631154747581372	-1
3604317494094089	6
3588833582629945	2
3584141096459457	-1
3521378320168866	-1
3641703858451388	0
3565175150285257	1
3546065682928848	1
3552443600125898	3
3592350473658103	3
3637576411770743	1
3651728564382097	-4
3621639142939789	7
3622091439729602	8
3589604563291880	2
3655800092240248	2
3601913939722008	-1
3539845446318811	2
3653340233963007	5
3516674189929555	1
3613392881145778	-1
3655713446690866	18
3483202205486194	1
3651868624099260	5
3620930062416813	-1
3567366228751970	1
3606068418666699	2
3631945562936484	5
3631826604106089	1
3654976259353092	6
3625746100185763	0
3591252685471447	3
3642742036819194	1
3637296848605883	5
3654972660662520	1
3511975168884014	2
3490670381351866	4
3523459520761915	6
3647484783735715	4
3504194377561588	6
3644483792924556	3
3632342927041202	3
3655080370672302	1
3491704739046217	3
3644823485442555	-1
3607363699762204	2
3639796742251695	4
3608018899548989	3
3502477799874103	6
3622499813894487	2
3643739907632558	7
3609055794484460	2
3513642697547544	2
3566295478015731	10
3578675414962739	14
3564156680152311	1
3647149327933845	2
3636862784517865	1
3611482505384115	3
3622394121943624	5
3639515790868031	3
3595214587479596	21
3634300073112722	3
3520007730158347	11
3555397040703085	1
3593337119977955	0
3639588754678824	2
3496121252642764	7
3614874137037463	8
3514856013598517	5
3632124189841663	-2
3617135844850377	6
3622875309004916	1
3506965630497401	18
3606421885515472	-1
3595018390613216	0
3486577785499067	5
3579757054620936	5
3557163961733720	8
3610817423338176	13
3545995973044614	2
3627195463769972	4
3583346729079508	-4
3555069000132270	2
3598848750277400	8
3618119694116025	-4
3504279488572695	9
3562034627414846	8
3607973634948034	5
3502476982225629	20
3623994375089425	7
3580135363787525	2
3592749842593949	3
3608695885619507	1
3631766130131249	5
3614385191068528	4
3650025474805942	0
3647156731047779	-5
3591632207186946	5
3613096356156166	8
3593431311887963	46
3638334003795218	3
3617094690119081	1
3637351793920552	-3
3575314623903306	2
3589039971747694	10
3646300387542420	4
3537592718693207	4
3653401386577322	1
3591417501085912	-1
